MAXIMUM_TEMPERATURE;MINIMUM_TEMPERATURE;CALCULATED_RADIATION;RAINFALL;WINDSPEED;HUMMAX;E0;ES0;ET0
31.5;15;18713;0;;75.2;;;6.2
37.7;19;21693;0;;70;;;7.7
29.7;18.9;13821;0;;72.8;;;4.55
26.2;18.9;10529;0;;72.5;;;4.34
26;16;13846;0;;72.3;;;4.65
28.1;14.4;17648;0;;72.5;;;5.57
32.4;14.2;20060;0;;74.5;;;6.55
33.4;16.9;19631;0;;71.4;;;6.69
34.9;17.1;19604;0;;74;;;6.84
36.4;19.5;19155;0;;74;;;6.91
35.6;21;18272;0;;73.8;;;6.4
36.7;19.9;19070;0;;75;;;6.71
38;20.8;20718;0;;72.9;;;7.44
33.2;16;19896;0;;75;;;6.4
28.2;14.4;15777;0;;75.7;;;4.77
24.8;16;11960;0;;72.7;;;4.17
27.1;13.4;14279;0;;74.8;;;4.73
29.2;16;14844;0;;74;;;5.2
29.1;16.3;15233;0;;74.8;;;5.23
31.2;14.9;15997;0;;72.5;;;5.75
29.9;18.4;13516;0;;72.5;;;4.81
24;17.1;5976;0;;67.5;;;3.52
24.1;17.5;7350;0;;71;;;3.52
24;15.4;9065;5.3;;74.8;;;3.47
27.3;14.9;13643;0;;72.5;;;4.84
27.3;14.6;14860;0;;69.5;;;5.3
25.7;12.3;14283;0;;72;;;4.71
26;12.5;14151;0;;73;;;4.71
26;12.9;12190;0;;72.3;;;4.38
26.1;15.9;10954;0;;72.7;;;3.93
30;15;11548;0;;72;;;4.87
33;22.2;14534;0.2;;61;;;5.77
21.9;15;6378;14;;72.5;;;3.27
24.3;14.2;9462;0;;72.5;;;4
25;15;11031;0;;74.9;;;3.79
22.8;12.9;8924;0;;75.8;;;3.53
20.4;14;6708;0;;75.5;;;3.14
21.1;11.5;10139;0;;75.5;;;3.55
24.9;10;13437;0;;77.5;;;4.29
25;12;11287;0;;75.3;;;4.02
25.5;14.5;10962;0;;73;;;4.01
25.2;13.4;11024;0;;100;;;3.06
25;13.6;9558;12.6;;100;;;3.24
24.1;15.5;7617;0.2;;92.2;;;2.87
24.5;15;7702;1;;92;;;2.86
28;16;11130;1.2;;91.5;;;3.9
25;15.3;8878;1.8;;92;;;2.99
30;14;11963;0;;91.5;;;4.54
31.9;17.8;12317;0;;88;;;4.6
24.2;16.4;7405;0.6;;92;;;2.56
25.1;13.6;9174;3.2;;92.7;;;3.26
22.1;14.6;5587;1.8;;91;;;2.43
21.9;14.3;5143;2.4;;90.5;;;2.59
22.9;14.9;5776;1;;97;;;2.6
25.9;15;10444;0.2;;95.5;;;3.46
20.3;11;6378;23.2;;97;;;2.01
16.8;12.6;2198;16.4;;98.5;;;1.42
17.6;12.1;3618;6.6;;92;;;1.86
19.4;11.2;4402;0.6;;97.5;;;2.27
23.8;14;7953;2.4;;98.2;;;2.81
19.2;12.6;4838;3.2;;97;;;1.95
16.5;11.2;2315;0.8;;92;;;1.81
15;12.4;3126;0.2;;82.3;;;2.05
17;6.5;8216;0;;96.2;;;2.19
19.6;6.1;7557;0;;96.2;;;2.45
25.1;12.6;9775;3.2;;93.8;;;3.18
19.8;10.4;6612;0;;96.5;;;2.11
23.2;10.3;6510;0;;96;;;2.45
25.7;16.9;6281;0;;92.2;;;2.43
22.7;15.5;4409;0.8;;95.5;;;1.89
19.9;15;2811;8;;96.3;;;1.36
21.1;13.5;5429;2.2;;96;;;1.9
22.1;11.5;5101;0.2;;96.5;;;2.26
28.3;16;8997;0.2;;92.5;;;3.48
19.2;13;4206;0.6;;97.5;;;1.61
18.9;10.7;3598;0;;97.2;;;1.7
20;13.7;2714;0;;96;;;1.48
23.6;14.8;6360;0.2;;96.2;;;1.89
22.8;11.4;6388;0;;96.3;;;1.71
21.4;13;5061;0;;96.2;;;1.62
24;12;7774;0.2;;96.2;;;2.55
19.9;10;6639;1.6;;95;;;1.99
15.1;7.7;4309;3.6;;97.2;;;1.55
15.5;6.9;4869;7.6;;97.5;;;1.56
16.8;7;6444;0.6;;96.8;;;1.82
13.9;5;3131;16;;96.8;;;1.38
16;10;3329;1.2;;97;;;1.32
18;8.3;4051;4.6;;97;;;1.01
18;11.9;3343;4;;96;;;1.09
13.7;10;1872;6.8;;96;;;1.2
15.8;7.6;4978;0;;95;;;1.68
17.2;5.7;5351;0;;95.8;;;1.61
18;9.1;4814;0;;96;;;1.37
18.3;8.5;4939;0.2;;96;;;1.26
18.9;9.2;5275;0;;96;;;1.32
17.8;8.5;5014;0.2;;96.4;;;1.5
15.2;7.8;4036;0;;96;;;1.59
17.1;6.3;4540;0;;94;;;1.6
17.7;9.9;3895;15;;97.3;;;1.17
13.4;9.1;1366;19;;97.5;;;0.9
16.3;9.1;3438;0;;97.5;;;1.34
17.7;8.4;4794;0;;97.3;;;1.12
17;7.7;4233;0;;97.2;;;1.09
16.9;8.7;2701;0;;96.8;;;1.1
17.1;11.9;3306;1.4;;96.3;;;0.99
14.2;7.2;3455;0;;96;;;1.33
15.6;6;4725;0;;95.8;;;1.6
17.8;6;5130;0;;97.5;;;1.62
17.3;8.7;4105;0;;95;;;1.79
18.1;8.2;5047;0;;97;;;1.6
18.1;7.1;5427;0.2;;92.2;;;1.61
20;6.8;6061;0;;97.3;;;1.99
17;8;4822;1;;96.8;;;1.39
13.1;5.8;3153;1.2;;96.8;;;1.43
13.2;5.9;2470;0.8;;92.3;;;1.1
10.2;8;455;1.2;;96;;;0.79
12.2;7.5;1865;9.4;;96.7;;;1.38
12.2;6.3;1748;5;;96;;;1.25
11.4;7.9;1543;2;;96.5;;;0.97
9.9;5.4;2032;12.2;;97.5;;;0.87
11.7;3.5;2715;4.4;;97.2;;;1.02
12.5;6.8;959;4.8;;96.7;;;0.99
16.9;10.8;2668;0.2;;94;;;1.5
16.1;9.3;3242;1.2;;95;;;1.13
12;7.5;2004;19.8;;96.2;;;1.08
12.1;5.4;1683;8;;97.5;;;0.89
14.9;8.8;3353;22.4;;97.5;;;1.08
12.7;5.4;3179;12.4;;97;;;1.35
10.8;5.3;2226;13;;97;;;1.29
9.7;4.7;2915;2.8;;97.3;;;0.99
11.4;1.2;4955;0;;97.5;;;1.23
12.1;1.9;4820;0;;96.8;;;1.47
12.9;2.9;5097;0;;97.5;;;1.33
11.5;2.4;2802;15.8;;96.5;;;1.03
11.4;7.4;1445;8;;96.5;;;1.32
10.9;6.3;2549;23.4;;96.8;;;1.24
11.8;3;5101;0;;92;;;1.5
13;0.5;4100;0.2;;97.3;;;1.34
14.2;8.5;2468;4;;96;;;0.92
11.9;7;2180;5.8;;97.3;;;1.15
12.8;5.1;3094;5.4;;97.2;;;0.94
13.3;6;3276;5.4;;97;;;1.35
11.9;5.5;2887;7.8;;97.2;;;0.96
11.3;4.6;2011;2.6;;97.5;;;1.07
10.2;7.1;1085;25.6;;97;;;1.08
9.7;5.6;831;0.8;;97.5;;;0.92
12.6;7.2;2572;8;;97.2;;;1.08
14;5.3;4183;0;;96.8;;;1.37
11;5.2;2792;18.6;;97.3;;;0.69
14;3.8;5135;0.2;;97.2;;;1.39
14;4;3777;0;;96.5;;;1.48
14;8;2781;13.8;;95.5;;;1.05
10.4;6.8;1374;14;;98.1;;;0.74
12.5;5.5;4091;0.6;;95.5;;;1.24
12.4;3;4318;0.2;;97;;;1.18
10.8;4.9;2415;0.8;;96.7;;;1.01
13;5.2;3957;0;;96.5;;;1.41
11.3;4.9;3253;0.2;;97;;;1.12
13.8;4;5331;0;;96.5;;;1.61
12.4;4;2936;0.2;;96.8;;;1.17
11.7;8;2028;3.6;;97.5;;;0.85
15.2;5.1;6270;0.2;;96.7;;;1.55
10.5;3;2348;10.6;;97.5;;;0.77
9.6;7.2;954;12.4;;96.5;;;0.88
11.4;5.4;3781;0;;96;;;1.24
13;2.9;4863;0;;97;;;1.46
12.1;5.9;4424;3;;96.5;;;1.07
12.4;2.3;4689;0;;97.2;;;1.25
14.2;6.1;3505;0;;97;;;1.22
15.1;8.5;3490;0.6;;96.8;;;1.32
14;8.1;2269;1.2;;96;;;1.13
12.5;9.5;1036;0.2;;85;;;1.55
13.3;8.8;2905;0.4;;91.5;;;1.68
14.7;6;5814;0;;96.5;;;1.42
15.1;4.9;5956;0;;97.2;;;1.52
13.2;6.6;5321;0;;97.2;;;1.45
13.2;2.9;7204;0;;90.7;;;1.69
12.6;2.5;5977;0;;97.2;;;1.27
16.9;4.9;8995;0;;93;;;2.51
15.2;2.3;6899;0;;97.2;;;2.22
14;8.1;3793;0;;96.5;;;1.28
17;6.7;8134;0;;96;;;2.23
17.2;4.1;9301;0;;95;;;2.58
17.1;4;9349;0.2;;96.5;;;2.54
17;4.1;9424;0;;95.5;;;2.56
15.5;3.9;8492;0.2;;96.5;;;2.02
15.5;4.3;8496;0;;96.7;;;2.04
15.9;4.1;8998;0;;96.2;;;2.24
16.2;4;9341;0.2;;97.2;;;2.43
15.4;4;9272;19.2;;96.1;;;2.22
15.7;3;9256;0.2;;96.6;;;2.42
18;4.9;10088;0;;96.2;;;2.81
18.5;5.1;10465;0.2;;96.5;;;2.91
17.3;5;9836;0;;97.3;;;2.6
16.1;5;9066;0;;96.2;;;2.31
16.2;4.9;9596;0;;96.3;;;2.27
15;4.2;7737;0.2;;96.8;;;1.84
13.3;6.8;6207;0.2;;96.5;;;1.65
15;4;11277;0;;96.1;;;2.81
15;0;11165;0;;97.3;;;2.66
15.4;4.9;8957;0;;85;;;2.75
15.4;5.4;9352;0;;94.5;;;2.54
17.3;4.3;12114;0;;97.5;;;2.97
16.2;2.8;9853;0;;99.9;;;2.31
18.6;7.9;9757;0;;98.8;;;2.5
20.1;7.4;11823;0;;98.8;;;3.32
20;6.4;13687;0;;99;;;3.33
16.9;1.9;12278;0.2;;100;;;2.55
17.8;5.8;11208;0;;99.9;;;2.41
16.9;6;11337;0;;99.2;;;2.55
16.6;4.1;11315;0.2;;97;;;2.31
17.1;5.8;10596;0;;97;;;2.41
18.2;6.5;11439;0;;96.8;;;2.72
16.4;6.4;9361;0.2;;97.3;;;2.08
18.1;7;11005;0;;96.5;;;2.74
16.6;6.9;9440;0;;96.2;;;2.3
17.7;7;11293;0;;96.2;;;3.17
16;6;12063;0.8;;96;;;2.67
15.5;2.7;13640;0;;94;;;3.36
16;2.3;14810;0;;84.5;;;3.63
18.1;1;16155;0;;97.5;;;3.96
17.4;1.9;15169;0;;96;;;3.61
17.7;3.6;15634;0;;97.3;;;3.77
15.2;1.3;12636;0;;97.6;;;2.6
15.1;6.3;10067;0;;96.5;;;2.25
20;5;14879;0;;96.5;;;3.91
16.9;7;11973;0;;96.7;;;2.82
16.8;5;13035;0;;97;;;2.84
18.8;5.3;14969;0.2;;97;;;3.26
18;4.7;14567;0;;97;;;3.27
20.9;5;16573;0;;96.7;;;4.5
23.1;5.1;15991;0;;96;;;4.71
27;11;15405;0;;72.5;;;4.99
28.6;14;16364;0;;81.5;;;5.1
26.8;11.9;15934;0;;78;;;5.2
25;12;15504;0;;82;;;4.73
22.6;9.8;15392;0;;96;;;4.2
17.3;8;11187;0;;96.2;;;2.84
17.8;7;13950;0;;97.5;;;2.98
19.3;5;15204;0;;97;;;3.75
20;7.8;13454;1.2;;97.5;;;3.18
22.1;9.3;14576;0;;96.2;;;4.12
19.5;10;10075;0;;96.7;;;3.24
25.6;11;15602;0;;95;;;4.54
21.8;13.3;10472;0.2;;96.5;;;3.05
19.1;11.7;9063;0;;96;;;2.55
19.3;10;11588;0;;96.2;;;3.2
20.8;9;13017;0;;97;;;3.3
25;11;16613;0;;96;;;4.71
19.3;11.1;9250;0.6;;96.8;;;2.67
16.4;11;4628;24;;96.5;;;1.87
14.1;11.2;1261;0;;96;;;1.29
17.8;11.8;7632;0;;96;;;2.73
16.9;9.5;9838;0;;96;;;2.71
17.1;7.6;13362;0;;95.7;;;3.2
22.1;5.7;17088;0;;96.8;;;4.57
16.8;11.3;3748;9.2;;97;;;1.59
16.8;13;3757;0;;95.7;;;1.76
17;11.3;7355;0;;96;;;2.18
19.1;9.3;11653;0;;96.8;;;2.92
22.6;10.6;16326;0;;96.2;;;4.44
24.2;10;15898;0;;96;;;4.24
28.9;14.3;18060;0;;94.5;;;5.68
29.4;15.6;19912;0;;95.7;;;5.84
24;11.7;18240;0;;96.2;;;4.65
19.7;8.9;13791;0;;97;;;3.27
19.2;10;11227;0;;95;;;2.95
19.2;10.9;13057;0;;96.5;;;3.24
21.2;8;17515;0;;95;;;4.68
20.4;9;18349;0;;96.5;;;4.75
18.8;5.3;15527;0;;97.5;;;3.55
20.6;10.2;15210;0.2;;96.8;;;3.8
28.1;9;21983;0;;95.8;;;6.49
28.3;11.7;20407;0;;92.3;;;6.17
22.1;13.8;12703;0;;96.7;;;3.32
22.1;11.3;13443;2.6;;96.8;;;3.56
18.1;13;6511;0.6;;96.5;;;2.34
19.8;11.1;9724;0;;97.3;;;3.19
20;12.9;11444;0;;96.8;;;3.36
19.9;9.7;14166;0;;97.2;;;3.86
23;9.8;19676;0;;96;;;5.14
23;8;18948;0;;96.5;;;4.93
24.7;11.1;18894;0;;95;;;5.18
23.2;11.3;15489;0;;95.5;;;4.47
25;13;16797;0;;92.5;;;4.96
27.1;13.1;20597;0;;95;;;5.83
19.5;11;12169;0;;96.5;;;3.24
22;10.1;15215;2.6;;96.8;;;4.02
29;12.4;21100;0;;96.5;;;6.22
22;14.4;10917;0;;96.5;;;3.04
21.9;13.3;15056;0;;96;;;3.59
20.5;10;12903;0;;97.3;;;3.5
19.5;12.9;9943;0;;95.7;;;2.88
22.9;11;15466;0;;97.2;;;4.18
20.5;13.8;9164;2.8;;96.8;;;2.63
21.9;12.8;11707;1.2;;97.7;;;3.07
22;14;13319;0.4;;92.3;;;3.47
19.8;11.4;10281;0;;97.5;;;3.25
21.8;12.8;14811;0;;97.3;;;4.16
23.1;10.7;19710;0;;96.3;;;5.02
23.5;9.4;18948;0;;97.5;;;4.62
24.3;12.5;15060;0;;97;;;4.14
25;15.5;14000;0;;96.8;;;3.72
30.9;15;22968;0;;96.8;;;6.85
26;14.1;17084;0;;96.5;;;4.79
27.2;14.9;17583;0;;96.2;;;5.15
27.8;15.8;17639;0;;95.7;;;5.4
28.9;16;19614;0;;96.5;;;5.95
28.9;15.3;20276;0;;96;;;5.91
31.4;15;22341;0;;93.7;;;6.85
32.4;16.4;22265;0;;84;;;6.97
33;17.1;21938;0;;92;;;6.9
33.1;18.2;21357;0;;96.2;;;6.82
34.6;18.4;22478;0;;96;;;7.17
34.5;18.9;20810;0;;90.8;;;7.03
33.9;21.3;20107;0;;95;;;6.51
30;19;17673;0;;95.8;;;5.43
30.8;17;17369;0;;96.2;;;5.74
31.2;20.8;16031;0;;95.2;;;5.51
31.4;19.5;18508;0;;95;;;6.17
30.6;19;16885;0;;95;;;5.39
32.6;19.8;19890;0;;95;;;6.57
32;19.2;20530;0;;96.7;;;6.55
26.3;17.7;14757;0;;96.5;;;4.35
25.3;15;14466;0;;95;;;4.1
27.5;16;18050;0;;96.5;;;4.77
26.8;15.3;18885;0;;96.3;;;5.21
27.2;13.6;18704;0;;96;;;5.17
28.3;16.2;18480;0;;96.2;;;5.15
32.4;16;20577;0;;95;;;6.63
38;21.1;24180;0;;86.5;;;8.15
25.7;19.9;8684;0;;96.3;;;3.48
26.1;17.5;14448;0;;94.8;;;4.49
29.1;14.9;21671;0;;95.1;;;6.18
27.6;13.9;19634;0;;97.2;;;5.38
23.5;15.1;8164;0;;95.5;;;3.06
23;18.4;6159;0;;94;;;2.57
26.2;16.2;14908;0;;97;;;4.28
32.2;15.7;22257;0;;96;;;6.86
32.8;17.4;22646;0;;96;;;6.9
31.1;16;22161;0;;96;;;6.54
29;15;20154;0;;97;;;5.81
33.4;15.4;22274;0;;96.5;;;7.3
34;19.4;22064;0;;88;;;7.21
33;17.1;21573;0;;96;;;6.9
33.1;18.2;19928;0;;93;;;6.5
31;20.1;16644;0.2;;87.8;;;5.47
25.8;18.7;11332;0;;96.8;;;3.6
27.1;15.8;14884;0;;96.5;;;4.55
30.6;17.3;18169;0;;93.8;;;5.93
33.6;18.4;20935;0;;92.5;;;6.71
29.9;18.2;16628;0;;96.8;;;5.26
27.1;17.9;12997;0;;96.2;;;4.29
28.2;17;15708;0;;92.2;;;4.82
28.8;16.8;14934;0;;96.2;;;4.62
32.8;19;19347;0;;95.5;;;6.34
32.6;18.3;19135;0;;96.2;;;6.29
35;18.8;20956;0;;95.5;;;7.02
36;19.2;21255;0;;95;;;6.96
37;19.8;21180;0;;92.8;;;7.5
38.2;21.1;21083;0;;67;;;7.88
36.7;22.2;20999;0;;88;;;7.28
26.1;18.3;12259;0;;95.2;;;4.21
27.4;14.9;16808;0;;96.8;;;4.79
25.8;14.9;12180;0;;97;;;3.8
24.3;17.6;5255;0;;94;;;2.61
23.6;19.8;5531;0;;91.5;;;2.44
25.6;15.9;14421;0;;96;;;4.14
27.6;13.3;16863;0;;97.2;;;4.98
25.7;16.1;14492;0;;97;;;4.15
25.7;13;17191;0;;95.7;;;4.91
25.1;12;14395;0;;97.5;;;4.14
24.8;15.8;13143;0;;97;;;3.83
26.3;13;17088;0;;96.5;;;4.66
26.1;12.8;14797;0;;97.2;;;4.18
27.8;16;14986;0;;96.2;;;4.49
29;15.7;16407;0;;96;;;4.94
29.5;15.9;17229;0;;95.8;;;5.12
30.7;15;17538;0;;96;;;5.59
31.2;17.3;16571;0.2;;95.8;;;5.42
31.2;17.7;16024;0;;90.5;;;5.43
31.2;18.1;15104;0;;93.5;;;5.17
31.7;18;15244;0;;95;;;5.11
33.2;18.6;16130;0;;94.5;;;5.77
32;18.9;13494;0;;95;;;4.65
33.8;21;16171;0;;96.2;;;5.59
29;17.2;14401;0;;97;;;4.34
31.6;15;17201;0;;97.3;;;5.51
30;15.3;15537;0;;97.3;;;4.66
27.5;16;14301;0;;97;;;4.18
27.4;12.9;14408;0;;98;;;4.59
27.4;15.3;12248;0;;94.5;;;4.12
27.3;16.6;12241;0;;96.5;;;3.84
27.8;15;12326;0;;97;;;4.13
30;17.2;14227;0;;96.7;;;4.65
29;15.5;12582;0;;96.3;;;3.91
30.2;18.2;12418;0;;96.5;;;4.15
33.2;18;14894;0;;95;;;5.32
31.5;18.4;13144;0;;92.8;;;4.86
32;18.5;14309;0;;94;;;4.9
32.1;16.5;14741;2.8;;97;;;5.03
22;17.1;3196;8.2;;96.7;;;1.41
29;17;12234;0;;96.2;;;3.91
30.9;16;13604;0.2;;96.3;;;4.86
29.8;17.3;12513;0;;96.2;;;4.44
31.5;16.2;14005;0;;96.7;;;5.09
29.8;16.5;12799;0;;96;;;4.6
28.9;15.8;11269;0;;96.2;;;4.1
31;17.8;12533;0;;96.3;;;4.75
30;16.9;10975;0;;90;;;4.45
28.7;19;9384;0;;95;;;3.2
25.1;17.3;6365;0;;96;;;2.54
22.7;16.7;3647;0;;97.5;;;2.14
24.3;17.2;5742;0;;94.9;;;2.75
26;16.1;8716;0;;96;;;3.05
27.7;15.1;9551;0;;97.3;;;3.31
27.9;17.5;9861;0;;94.9;;;3.38
21;14.7;3943;29.4;;98.8;;;1.91
21.8;15;3610;3.8;;94.2;;;1.85
25;16.8;7023;0;;97;;;2.43
25.9;14.9;9338;0;;96;;;3.22
25.1;13.7;9178;0;;96.2;;;2.89
25;13.5;9041;0;;96.2;;;2.98
25;13.6;8857;0;;96.5;;;3.1
24.9;13.7;8858;0;;95.6;;;3.26
25.1;13.2;8751;0;;96.3;;;3.03
25.2;14.1;8397;0;;96.5;;;3.14
24.8;14;9085;0;;95.3;;;2.78
22.6;11.5;8841;52.6;;98;;;2.26
17.8;10.2;4860;12.4;;97;;;1.98
18.8;10.6;5317;15.4;;96.7;;;2.09
19;11.1;5747;4.8;;96.5;;;1.95
20.8;10;7695;0;;95.2;;;2.47
21.2;10.2;7718;0;;96.3;;;2.62
22;10.5;8239;0;;96.2;;;2.8
22.9;10.2;8106;0.2;;96.2;;;2.85
24;12.3;8010;0;;96;;;2.75
26;12.3;8517;0;;95.2;;;3.02
22.7;14.4;4765;3;;96;;;1.51
16.8;15;611;32.2;;96;;;0.75
21.2;13.6;3866;13.2;;96.2;;;1.72
21;14.7;3054;0;;96.2;;;1.61
23.5;15;5275;0;;95.1;;;2.03
24.2;13.9;6739;0.2;;96.5;;;2.4
20.5;12.4;6224;0;;96.7;;;1.61
15.8;8.1;5210;0;;97;;;2.08
14.2;6;5272;0;;90.2;;;1.8
14.7;4.9;4707;3;;97.6;;;1.77
14.6;8.2;4118;0.6;;76.5;;;2.24
18.4;5.9;6810;0;;78.3;;;2.7
20.7;8.2;6311;0;;78;;;2.48
17.2;11.4;3589;6.2;;78.8;;;2.06
16.3;8.6;3802;11.8;;78.2;;;2.01
14.2;9.1;2006;16.2;;77.5;;;1.71
12.1;9.2;776;31;;79.8;;;1.57
15.1;9;3082;10.8;;79;;;1.95
15.9;8;3643;8.4;;78.5;;;1.88
18;9;5072;0.4;;78.5;;;2.21
18;8;4314;4.2;;78.3;;;2.14
13.6;11;378;5.4;;77.5;;;1.52
15.3;11.9;1068;1.2;;77.7;;;1.53
18;11.2;3395;0;;77.2;;;2.05
17.3;10;1940;0;;76.8;;;2.17
16;14;531;18.6;;78.5;;;1.58
17.8;12.7;1893;16.8;;78.5;;;1.65
17.9;12.3;3185;4.8;;93.5;;;1.29
17.3;9;2675;0;;96;;;1.56
19;12.6;2110;5.6;;96.2;;;1.4
20;13.9;2924;0.4;;95.5;;;1.11
21.7;12;4821;0;;94.3;;;1.76
20.8;11.3;4413;0;;96.3;;;1.64
18.8;11.5;3703;1.8;;96.3;;;1.21
15;9.6;1711;0;;96.2;;;1.3
17.1;10.3;3160;0;;96.5;;;1.47
16.8;9.1;2337;0.2;;96.3;;;1.18
19.3;12.2;3807;0;;96.5;;;1.29
19.9;9.3;5092;0.2;;96.2;;;1.91
17.3;9.1;4671;1;;96.2;;;1.73
11.2;5.8;2761;3.8;;96;;;1.53
12.5;3.5;4767;0;;95.1;;;1.69
13.7;2.3;3706;0.8;;97;;;1.5
17.8;9;3779;0.8;;97.3;;;0.8
18;9.5;2830;0;;97.2;;;1.06
17.7;12.3;3430;0;;97.1;;;1.17
18;7;4555;0.2;;97.5;;;1.23
17;9.3;4176;0.2;;97.3;;;1.2
16.9;6.3;5189;0;;98;;;1.5
16;5.7;6298;0;;98.2;;;1.23
8.1;0;4264;0.4;;92.3;;;1.28
7.2;-0.7;2323;0;;98;;;1.37
8.6;3.9;1890;0;;87.5;;;1.47
9.4;3;3738;0;;95.5;;;1.34
12.5;0;4867;0;;98;;;1.37
16;5.4;4542;0.2;;97.4;;;1.41
11.4;7.2;1049;25.6;;97.7;;;0.9
11.3;7.9;1100;4.8;;97.3;;;0.83
15.3;6.8;3986;5.6;;97.4;;;1.2
17.4;6.3;4502;1.2;;97.5;;;1.66
17.1;9.1;2568;0.2;;97.3;;;1.43
15.9;11.8;2063;0.8;;97.3;;;1.25
15;8.4;2044;0.2;;96.5;;;1.15
17;10.2;3335;0.4;;97.2;;;1.27
16.8;8.2;3431;0;;97.5;;;0.86
16.9;9.6;2480;0;;96.5;;;1.71
17;11;2795;0;;95;;;1.7
21.1;8.8;5629;0.2;;95.8;;;2.34
17.8;9;4221;0;;97.3;;;1.09
15;7.9;3210;0;;96.8;;;1.15
14.2;7;3922;0.4;;97;;;1.2
14;4.3;5050;0.2;;96.7;;;1.27
12.7;3.2;4864;0;;97.2;;;1.75
14;2.7;5110;0;;99;;;1.71
13.5;4.9;2056;0.2;;97.3;;;1.21
15;11;1453;0.2;;96.8;;;0.82
14.2;9.7;1341;0;;96;;;1.37
15.8;9.9;2069;0;;97.1;;;0.93
15.4;10.4;3473;0;;96.5;;;1.4
11;5;3602;0;;97.8;;;1.19
13.5;2;6126;0;;92.2;;;1.88
13.7;2.2;5190;0;;92;;;1.69
15.7;5.6;5137;0;;93.5;;;1.73
16.9;6;5152;0;;94.9;;;1.62
18;7.9;5968;0;;94.9;;;1.84
16.1;5.5;6077;0.2;;95.2;;;1.51
13.2;4.3;3275;0;;96.2;;;0.94
11.2;8.3;2691;0.2;;90.5;;;1.66
14.3;2;6159;0;;96.2;;;2.1
14.3;5;5131;0;;95.8;;;1.25
16.1;5;6219;0;;96;;;1.98
13;5.3;4300;0;;96.3;;;1.08
14;4.7;5923;0;;96;;;1.39
13;3;7353;0.2;;96;;;2.05
5.4;-1.3;4739;0;;85.5;;;1.66
7.1;-3;5596;0;;90;;;1.6
8;0.1;3703;2.6;;96.2;;;1.35
9.3;3;3855;0;;96.3;;;1.42
9.6;2.1;5612;0;;88.3;;;1.84
12.1;-0.2;8002;0;;96.2;;;2.12
13.6;0.7;7447;0;;96.1;;;1.84
15.2;4.3;7546;0;;95.8;;;1.8
15;3.3;5230;0.2;;95.1;;;1.72
17.4;9.9;4140;10.6;;98;;;1.34
17;10.2;4425;5.8;;95.7;;;1.59
15.2;8.6;3473;0;;94.8;;;1.56
17.6;9;5325;0.2;;92;;;2.02
19.6;9.2;8504;0;;97;;;2.37
13.9;5;7037;1.4;;96.8;;;1.48
11.2;2.9;6117;5.4;;97.8;;;1.95
11;2.3;6799;2.6;;98;;;2.08
12.5;1.3;3564;0;;96.5;;;1.56
14.5;11.7;3367;0;;84;;;1.71
17.3;5.3;9007;0;;96.5;;;2.42
16.8;5;9032;0;;95.3;;;2.22
17;4.6;8487;0;;95.5;;;2.33
16.1;7;7481;0;;95.5;;;2.02
14;5.3;6130;0.2;;96.3;;;1.76
11.6;6;4443;1;;95.1;;;1.7
13.6;4;6910;0;;95;;;2.32
15.1;5.4;5763;0.6;;92;;;1.88
17;9;7195;0.2;;95.5;;;1.94
18.1;6.3;7896;0.2;;95;;;2.72
16.3;9.9;4921;8.2;;95.1;;;1.93
13.4;8.5;2843;1.6;;90;;;1.71
14.1;8.4;3268;1.4;;91;;;1.79
18.6;9.1;5672;4;;96;;;1.42
23.6;12.8;9239;0.8;;94;;;3.11
16.3;12.1;3473;1.6;;95;;;1.22
12;9.4;977;0;;91;;;1.64
13.4;9.2;3181;0;;94.2;;;1.75
16.1;7.4;4798;0;;89;;;1.92
17.4;11.7;3077;1;;95;;;1.64
15.5;12.9;2426;5.4;;95;;;1.15
16;9.3;4677;0.4;;95;;;1.53
14.6;10;2727;4.8;;95.1;;;1.33
13.7;10;3647;0.2;;94.4;;;1.68
11.2;6.7;3544;1.6;;92.5;;;1.64
10.8;5.5;5327;0;;76.3;;;2.28
12.2;3.3;8079;0;;89.5;;;2.65
12;4.3;6338;6.6;;96.8;;;2.01
11.5;5.5;6191;0.6;;93;;;1.98
12.8;3.6;4941;0;;95;;;1.85
13;9.9;983;1;;92.5;;;1.11
16.3;11;6252;0.4;;93.5;;;2.01
14.8;7.2;7100;0;;97;;;2.09
14.1;7.1;6218;0.2;;95.1;;;1.94
13.1;7.2;3005;7.8;;96;;;1.23
14.2;10;5905;0.2;;95;;;1.92
13.6;5;8896;0;;97;;;2.44
15.7;5;8183;0;;96.3;;;2.44
15.9;10;3463;0;;95;;;1.9
18;12;3029;0;;95.1;;;1.86
18;14.8;2466;0;;95;;;1.25
19.6;13;5695;0;;95;;;2.07
19.7;13;8710;0;;85;;;2.9
19.8;9;12122;0;;95.2;;;2.95
23.2;8.3;14581;0;;95.7;;;4.09
16.3;11;3260;2;;96.2;;;1.63
15;12.3;1909;3.8;;95.5;;;1.63
14.9;10.8;6643;0.4;;73.8;;;2.66
15.2;5.2;11959;0.2;;96.7;;;2.72
17.8;4.6;14538;0;;96.5;;;3.4
17.2;6;11883;0;;96;;;2.85
15.3;7.8;10643;0;;95;;;2.68
17.1;4.2;14627;0;;98;;;3.14
18;5.5;15158;0;;98.2;;;3.5
19;5;12170;0;;98.8;;;2.76
